"rownames(plant_vir)","aa","ac","ag","at","ca","cc","cg","ct","ga","gc","gg","gt","ta","tc","tg","tt"
"164988.1",1039,585,807,786,841,263,246,448,817,492,550,546,519,459,802,826
"692500.2",1071,537,746,745,765,335,217,428,778,430,545,479,485,443,724,819
"936093.1",1028,664,813,703,840,338,372,461,799,510,476,508,540,500,632,649
"936092.1",982,660,830,695,859,317,385,454,822,516,486,530,503,523,653,618
"936091.1",1007,656,834,689,853,310,373,461,815,530,479,522,510,502,660,632
"936090.1",991,662,845,680,851,324,385,456,816,523,488,528,519,508,637,620
"936089.1",1004,658,847,674,852,322,385,453,811,524,488,532,515,509,635,624
"936088.1",982,671,835,687,863,322,391,451,821,522,488,518,508,513,635,626
"936087.1",987,659,831,699,859,324,395,449,821,528,488,513,508,517,636,619
"982784.1",1009,554,746,762,798,300,222,494,758,513,540,497,505,448,800,788
"100058.1",1084,581,807,784,846,261,250,431,801,489,533,550,525,457,783,857
"873789.1",467,280,423,478,294,258,265,417,443,278,348,461,445,418,493,656
"873788.1",470,282,424,475,302,257,262,416,443,277,347,462,437,421,495,654
"873787.1",468,279,423,479,295,259,266,415,444,278,346,461,443,419,493,655
"873786.1",469,279,423,478,295,258,266,416,442,278,348,462,444,420,492,652
"873785.1",469,279,423,478,295,257,267,415,442,278,348,462,444,420,491,654
"873784.1",469,281,423,477,295,257,265,417,443,277,347,462,444,419,493,653
"873783.1",470,281,423,476,295,259,265,418,442,278,347,461,444,419,492,652
"076650.1",1038,586,830,764,849,261,220,459,866,461,569,559,464,482,836,806
"A636267.1",620,579,399,330,639,554,282,422,405,416,331,187,265,348,326,252
"A636266.1",630,587,386,332,637,537,286,418,405,400,342,190,264,354,322,259
"G976946.1",759,484,364,466,590,324,99,456,376,308,216,258,349,353,478,547
"976713.1",989,567,696,759,779,285,328,455,774,518,476,473,468,477,741,807
"976712.1",989,566,696,759,777,287,327,453,774,516,475,476,469,475,743,810
"A056720.1",593,464,290,391,526,461,153,476,335,251,177,216,284,440,359,426
"596785.1",637,332,457,493,367,198,191,352,497,255,331,408,419,323,511,584
"718832.1",739,477,388,483,615,327,91,434,403,311,207,254,331,352,488,533
"C473517.1",1091,665,664,765,860,220,299,399,765,434,452,489,468,459,726,771
"A935554.1",261,190,230,220,177,100,147,237,246,156,235,311,218,215,335,284
"A935553.1",667,416,497,513,389,184,311,357,646,294,421,487,392,347,618,607
"023744.1",1021,578,824,767,853,268,205,481,848,468,578,547,468,492,835,765
"911766.1",211,128,150,221,138,151,106,184,185,123,148,171,175,177,223,258
"645793.1",1086,605,798,756,833,258,197,500,822,440,560,540,503,485,807,762
"906523.1",908,767,689,662,912,374,512,411,789,550,565,422,418,517,560,496
"051431.1",1048,594,844,760,902,256,174,496,843,497,555,536,452,481,858,756
"051430.1",1069,593,830,778,891,256,170,491,842,484,552,532,467,475,858,764
"051429.1",1068,593,829,779,893,255,171,490,841,486,554,530,466,475,857,765
"051428.1",1074,591,828,781,890,256,170,490,841,484,550,531,468,475,858,765
"051427.1",1070,592,829,780,891,255,170,490,842,484,552,531,467,475,858,766
"051426.1",1051,602,838,751,897,266,174,492,841,496,569,539,452,465,864,755
"051425.1",1070,592,830,779,891,256,171,489,843,484,552,531,466,476,857,765
"807821.1",1062,603,838,748,905,281,172,490,830,487,556,545,453,477,852,753
"807820.1",1060,589,833,763,912,271,168,485,831,497,564,536,442,479,863,759
"807819.1",1050,591,845,740,890,263,175,506,827,502,562,548,458,479,857,758
"807818.1",1072,590,822,758,883,268,184,492,831,489,576,542,455,480,856,754
"807817.1",1063,586,831,760,877,261,180,501,840,488,569,541,459,484,858,754
"807816.1",1056,597,829,751,890,268,181,494,838,487,570,548,448,481,863,751
"807815.1",1044,578,845,771,904,269,166,491,839,493,564,544,450,490,865,739
"807814.1",1059,592,826,766,891,262,172,487,841,483,582,538,451,475,864,762
"807813.1",1078,554,832,799,892,254,159,477,851,477,540,536,441,498,873,791
"807812.1",1047,591,839,772,889,261,172,491,843,485,558,542,469,477,859,757
"807811.1",1073,591,824,764,899,260,181,481,834,492,556,540,445,478,861,773
"807810.1",1068,595,835,764,889,260,182,489,838,492,554,540,466,473,853,754
"807809.1",1063,585,847,769,890,251,177,491,840,500,546,535,470,473,851,764
"807808.1",1059,593,840,760,906,258,171,493,840,492,553,541,446,485,862,753
"807807.1",1063,594,826,762,899,263,179,479,836,487,554,546,446,477,864,777
"807806.1",1064,585,835,768,890,259,179,493,837,506,566,526,460,471,855,758
"807805.1",1067,594,834,775,889,259,176,484,849,480,546,536,464,476,855,768
"807804.1",1059,594,834,763,902,260,179,490,836,501,560,528,452,477,852,764
"807803.1",1049,594,843,760,902,257,175,495,842,498,556,535,452,480,857,757
"807802.1",1056,602,837,757,901,262,168,497,841,497,565,530,453,467,863,756
"807801.1",1064,588,832,776,892,253,170,491,841,487,556,536,462,478,862,764
"807800.1",1050,601,838,751,894,265,176,492,841,497,569,539,454,465,863,757
"807799.1",1070,593,829,778,891,256,171,491,842,484,552,531,466,476,857,765
"595121.1",977,685,836,640,867,344,400,469,832,536,488,526,461,516,658,598
"018165.1",734,472,364,479,587,323,87,458,376,305,211,266,352,355,495,547
"018164.1",706,478,385,488,615,321,92,436,404,308,206,254,332,357,489,534
"984547.1",914,589,748,703,765,284,370,394,753,564,542,500,521,376,699,569
"984546.1",913,605,741,693,773,307,391,399,766,565,536,491,499,393,690,529
"786965.1",1090,614,688,795,817,341,303,452,721,488,559,545,559,470,763,818
"747958.1",231,123,157,239,150,143,82,161,188,112,163,172,180,158,233,256
"754197.1",470,283,422,476,296,260,266,415,445,276,346,461,441,417,494,654
"754196.1",471,281,423,477,297,258,265,416,444,277,345,462,441,419,495,651
"754195.1",469,281,423,477,295,259,267,418,444,279,347,460,443,419,493,648
"114860.1",1075,588,822,775,855,273,201,480,855,463,563,547,475,485,842,781
"070157.1",1118,665,727,870,835,257,273,390,790,404,364,443,636,429,638,773
"070156.1",1160,640,716,869,823,268,275,373,773,440,373,442,628,391,665,776
"070155.1",1141,646,727,895,817,266,258,374,783,402,371,444,667,401,645,775
"070154.1",1144,652,714,866,829,257,279,393,770,425,378,444,632,424,647,758
"070153.1",1139,651,718,866,832,257,281,390,775,426,376,443,627,426,646,759
"070152.1",1124,645,725,876,810,245,259,394,778,408,388,463,657,410,666,764
"070151.1",1144,650,710,876,805,257,269,397,768,405,383,457,662,416,652,761
"070150.1",1135,663,717,857,804,255,275,405,778,411,379,454,654,410,652,763
"070149.1",1120,660,714,856,832,256,282,389,761,423,392,468,636,420,657,746
"070148.1",1154,650,718,860,829,267,282,383,770,421,375,453,628,423,645,754
"070147.1",1136,670,702,840,842,279,288,384,761,423,397,463,608,421,658,740
"070146.1",1152,671,708,846,844,255,296,389,772,433,378,435,608,425,637,763
"070145.1",1137,648,720,848,811,261,308,385,772,441,382,455,632,415,641,756
"070144.1",1108,671,732,831,826,255,311,401,783,438,390,446,624,429,625,742
"070143.1",1141,675,712,838,819,276,298,405,771,436,383,434,634,411,632,747
"070142.1",1126,669,726,835,833,269,296,395,764,435,392,447,632,420,625,748
"070141.1",1147,670,728,849,834,262,287,397,773,425,370,443,639,423,627,738
"070140.1",1108,648,732,842,828,266,280,397,767,439,393,457,626,418,652,759
"070139.1",1122,653,735,846,841,266,269,393,768,430,383,458,624,420,653,751
"079685.1",1057,592,815,791,849,264,249,437,810,493,522,541,538,450,780,857
"152157.1",1064,545,736,794,829,257,153,493,774,461,508,489,472,468,835,789
"152156.1",1054,567,749,758,826,254,173,521,782,456,492,498,466,496,814,752
"152155.1",993,507,697,714,768,222,145,439,713,394,458,479,437,450,744,745
"152154.1",999,535,763,741,790,268,179,490,772,461,522,522,476,463,813,769
"152153.1",1044,577,742,746,832,256,171,517,784,451,504,500,449,491,823,759
"152152.1",1046,578,740,745,832,257,172,517,783,452,505,499,448,490,822,760
"207374.1",640,355,446,471,396,202,239,339,466,252,308,449,411,367,481,562
"125479.1",1085,663,668,796,853,228,277,397,780,415,446,483,494,449,733,761
"125478.1",1073,661,677,794,848,224,283,398,785,423,439,481,499,445,729,769
"125477.1",1064,682,672,738,852,229,342,398,779,447,476,480,460,463,693,758
"125476.1",1070,718,667,702,848,226,358,403,780,426,472,505,458,465,687,747
"125475.1",1079,667,679,792,852,225,284,395,786,421,436,480,499,443,725,766
"125474.1",1061,726,692,700,868,229,333,412,781,441,466,483,468,446,681,749
"125473.1",1075,694,677,741,862,230,334,378,788,424,455,487,461,456,689,784
"125472.1",1078,710,666,703,834,228,359,406,775,430,472,508,469,459,689,749
"389521.1",571,447,430,352,522,386,294,439,503,367,372,281,204,442,426,457
"955619.1",1052,722,785,725,888,357,421,469,858,514,574,470,485,543,636,580
"C345608.1",1107,623,734,768,763,274,395,535,860,513,521,566,502,557,810,811
"C345607.1",1124,620,722,807,787,282,372,500,833,488,516,563,529,551,790,861
"C345606.1",1117,627,711,757,737,293,402,525,850,490,498,598,508,547,825,833
"C345605.1",1146,599,707,800,741,279,388,542,845,500,516,564,520,572,814,806
"888655.1",231,121,159,238,150,143,81,162,188,113,164,172,179,159,233,255
"734961.1",722,470,387,482,586,330,107,445,390,304,206,255,364,364,454,565
"A299272.1",265,193,224,220,177,104,149,231,244,153,237,310,217,211,333,294
"A299271.1",663,421,503,522,388,183,315,348,662,292,403,484,397,338,619,608
"444434.1",980,567,715,781,820,283,267,432,747,442,471,533,495,510,741,785
"C292915.1",1046,578,816,808,837,251,244,441,804,498,537,538,560,447,780,853
"260962.1",881,528,786,783,696,322,348,398,782,516,532,528,618,398,692,550
"297335.1",983,535,784,743,828,277,166,442,777,458,544,524,456,443,809,814
"135491.1",980,540,789,733,834,282,167,444,778,458,544,523,449,448,803,811
"135490.1",980,538,785,738,828,276,167,444,777,457,546,527,455,444,809,812
"135489.1",982,535,785,742,828,277,166,442,777,458,544,525,456,443,809,814
"135488.1",974,530,790,753,816,265,178,450,782,465,535,529,474,449,808,788
"912273.1",1124,470,692,645,610,380,206,464,673,301,321,269,524,509,344,479
"912272.1",1131,471,697,652,601,376,204,464,683,285,315,270,536,513,336,479
"912271.1",1146,468,691,651,610,380,205,457,674,290,317,269,526,514,336,473
"912270.1",1145,455,704,654,601,368,204,463,685,294,329,277,527,519,347,490
"912269.1",1130,469,693,645,600,373,213,467,681,292,313,271,526,519,337,482
"912268.1",1136,469,693,649,609,377,206,466,675,298,313,266,527,514,339,475
"912267.1",1155,459,698,650,600,370,207,466,681,297,327,274,526,517,346,486
"912266.1",1153,448,702,659,597,368,205,465,685,298,324,272,527,521,347,488
"912265.1",1141,462,693,656,606,372,203,459,677,287,312,275,528,519,342,480
"912264.1",1135,469,696,649,605,372,205,467,677,292,316,269,532,516,336,476
"912263.1",1141,474,696,653,614,373,197,457,679,283,315,272,530,511,340,478
"912262.1",1139,460,696,647,600,370,205,461,680,294,325,273,523,512,345,487
"912261.1",1135,469,704,646,608,374,201,461,682,289,312,271,529,512,336,482
"912260.1",1134,475,681,646,605,374,210,460,676,287,317,265,521,513,336,483
"912259.1",1139,472,697,651,613,372,197,459,678,284,316,274,529,513,341,478
"912258.1",1143,467,700,647,608,366,194,470,678,290,311,270,528,515,343,479
"912257.1",1145,475,688,647,610,370,205,462,679,293,316,263,521,509,341,486
"912256.1",1145,474,690,655,610,368,201,458,678,287,315,263,531,508,336,484
"912255.1",1143,463,692,658,609,380,202,457,677,287,311,270,527,518,339,479
"912254.1",1131,474,693,644,600,375,206,472,678,295,313,266,533,509,339,485
"912253.1",1145,474,688,648,609,370,204,463,678,293,316,263,523,509,341,486
"215797.1",1142,466,709,656,614,381,200,463,688,291,317,268,529,520,337,472
"246570.1",960,683,832,673,874,330,398,454,838,526,491,518,475,518,652,610
"477193.1",592,356,463,475,398,231,241,345,472,259,325,445,425,369,471,530
"C845322.1",1022,589,814,789,869,258,259,456,850,503,534,538,472,492,818,780
"C845321.1",985,538,786,739,823,269,171,438,784,453,543,531,455,441,811,818
"G313807.1",702,471,400,478,616,326,94,445,405,310,203,248,328,374,468,539
"G313806.1",699,473,400,477,617,328,95,443,405,310,204,248,328,372,467,541
"G313805.1",699,474,400,476,618,328,95,443,405,310,204,248,327,372,467,541
"C852074.1",467,283,425,473,298,256,264,421,442,278,351,462,442,422,492,648
"C852073.1",470,281,421,479,297,257,264,417,442,277,349,460,443,420,493,652
"C852072.1",471,284,424,474,302,258,263,416,444,275,345,463,437,422,494,650
"155232.1",474,278,421,478,297,249,264,425,444,282,357,453,437,426,493,645
"155231.1",453,267,428,484,286,258,267,421,448,286,356,453,446,421,491,658
"155230.1",470,282,422,478,304,267,263,417,445,280,354,452,434,422,491,642
"155229.1",472,284,424,471,302,266,266,420,443,281,352,454,435,423,487,643
"508290.1",368,370,268,338,567,696,206,685,252,316,173,229,157,772,322,504
"866666.1",740,471,362,480,586,327,90,453,377,305,209,264,350,353,493,551
"866668.1",740,470,361,480,586,326,92,449,375,304,209,265,350,353,490,549
"866667.1",739,471,361,479,586,327,92,449,377,303,209,265,348,353,491,549
"866665.1",737,472,362,478,586,330,94,453,377,307,209,263,349,354,490,549
"866664.1",707,466,388,486,588,328,104,444,389,308,208,252,363,362,456,563
"350738.1",1055,642,694,811,857,303,373,402,766,485,465,496,523,505,681,659
"113104.1",164,157,156,175,173,192,139,206,180,169,166,159,136,192,213,219
"650560.2",727,473,368,483,594,331,94,447,375,305,213,265,355,357,482,542
"678967.1",218,134,158,211,133,140,127,149,193,116,138,195,176,159,219,273
"678966.1",218,135,156,212,133,139,127,150,192,116,138,195,177,159,220,272
"845736.1",1002,530,791,754,819,253,164,452,781,453,522,528,474,452,807,806
"845735.1",985,542,783,739,829,264,167,443,769,451,542,535,465,446,805,819
"823122.1",1068,597,808,783,847,238,238,447,802,478,540,558,538,458,792,852
"A710145.1",918,548,507,633,742,222,274,392,627,432,375,409,318,428,688,710
"524226.1",669,442,516,380,587,507,189,393,480,343,419,271,271,385,388,415
"417070.1",731,472,362,482,592,333,90,448,375,302,214,266,349,356,490,549
"237863.1",1066,671,669,806,879,298,307,436,732,465,414,454,535,486,675,680
"237862.1",1087,666,651,802,869,300,309,429,714,463,438,457,536,478,674,697
"188385.1",1116,652,655,862,836,280,311,419,727,426,451,449,606,488,637,695
"185303.1",1060,663,666,832,854,276,330,432,714,450,441,457,593,502,626,649
"183062.1",972,564,709,750,775,292,328,448,774,511,479,492,473,476,740,807
"723474.1",918,535,726,747,742,254,338,433,805,505,529,545,461,473,791,857
"395040.1",918,535,725,748,742,254,338,433,805,504,529,545,461,474,791,857
"716413.1",956,542,686,739,752,291,317,436,759,506,487,465,455,457,728,782
"192428.1",943,531,673,715,735,274,304,421,750,469,464,453,434,460,696,765
"192427.1",969,554,693,743,767,287,318,436,763,508,485,469,459,459,730,794
"192426.1",952,547,693,733,752,287,309,430,758,486,465,463,462,458,706,786
"192425.1",966,556,693,743,767,291,320,439,766,508,483,471,458,463,732,791
"192424.1",967,556,694,742,766,288,321,436,765,508,483,471,461,459,729,792
"192423.1",965,555,688,738,762,291,321,437,764,501,480,471,455,464,727,793
"192422.1",968,553,693,741,764,289,321,437,764,507,481,473,459,462,730,792
"192421.1",969,555,691,742,765,286,321,438,766,507,482,469,457,462,730,795
"192420.1",957,539,677,738,748,279,318,420,756,490,466,465,450,457,716,774
"192419.1",950,538,683,724,741,291,298,432,753,480,475,459,451,453,711,781
"192418.1",965,553,692,739,765,285,311,439,760,502,479,465,459,460,724,787
"192417.1",905,526,668,721,720,274,306,416,746,470,451,447,449,446,689,764
"192416.1",962,543,684,730,743,285,312,428,758,482,476,465,456,458,709,783
"192415.1",966,555,694,742,765,288,319,438,765,506,482,472,460,461,731,794
"192414.1",958,548,689,733,758,287,314,432,755,494,470,465,457,462,711,793
"192413.1",930,526,662,708,718,265,302,415,737,464,463,449,440,445,687,762
"192412.1",959,543,685,729,746,283,305,435,759,483,481,459,452,460,711,776
"192411.1",960,545,679,735,747,284,311,427,762,483,461,464,450,457,719,777
"192410.1",959,545,683,732,750,283,313,436,758,492,473,462,451,462,717,778
"192409.1",950,537,679,737,740,278,310,433,762,490,468,449,451,456,712,773
"192408.1",966,546,687,741,750,288,313,430,760,492,471,463,464,455,715,779
"192407.1",968,556,692,744,768,289,317,438,763,506,483,470,461,461,730,795
"192406.1",969,549,682,725,753,280,306,430,757,487,473,462,446,453,718,782
"192405.1",968,556,691,744,766,288,317,438,765,506,485,470,460,459,733,791
"860108.1",499,458,293,398,477,549,271,515,334,398,253,241,338,407,408,384
"A079888.1",1031,565,782,753,803,280,211,428,795,431,491,498,501,446,732,782
"403608.1",1094,640,644,802,788,261,309,448,723,413,401,458,576,492,640,768
"92909.1",636,355,446,468,393,204,251,336,467,255,311,447,410,370,471,562
"190431.1",1059,519,795,815,839,245,158,434,802,462,516,512,489,449,823,730
"634066.1",547,372,475,402,364,211,293,317,508,267,342,467,378,335,473,552
"G411361.1",451,265,429,485,279,247,268,412,446,279,364,461,455,415,488,677
"767631.2",469,285,422,474,301,258,261,421,444,278,350,458,437,420,496,649
"571218.1",570,369,463,407,360,223,298,308,493,268,342,466,387,329,465,552
"A395129.1",559,352,476,476,429,227,256,306,514,278,323,422,362,361,481,572
"A395128.1",560,352,475,475,428,228,259,306,513,280,323,422,362,361,480,570
"A395127.1",563,355,475,474,430,226,253,308,514,277,323,420,361,359,482,574
"A332868.1",630,352,449,472,396,207,244,335,468,254,311,446,410,369,474,565
"A155507.2",628,359,448,470,393,207,249,336,469,253,312,444,416,366,468,565
"280313.1",1096,667,679,791,833,273,307,439,738,426,397,446,565,487,624,730
"A669182.1",593,465,290,391,527,460,152,477,336,251,173,216,283,440,361,427
"A628188.1",610,375,449,456,440,219,244,329,483,273,325,428,358,365,490,550
"133846.1",707,474,384,487,612,324,101,436,402,316,209,251,331,359,483,533
"905486.1",160,159,171,167,178,181,147,188,191,178,173,155,127,177,206,257
"835466.1",735,476,365,475,593,331,93,450,377,307,210,263,346,353,488,548
"226146.1",426,245,427,514,264,240,283,406,485,295,401,491,438,413,560,682
"416770.1",1003,543,780,735,831,273,173,448,778,450,553,533,449,459,808,800
"651834.1",312,253,232,243,293,204,162,210,250,211,239,200,184,202,267,220
"651833.1",308,257,232,241,297,208,162,207,250,208,242,201,182,202,265,220
"651832.1",312,256,230,240,295,201,164,210,249,208,243,203,181,206,266,218
"488066.1",926,691,661,795,830,333,393,467,795,476,473,468,522,523,685,754
"488065.1",915,682,664,797,820,335,390,464,794,475,488,474,529,517,689,758
"488064.1",917,679,669,793,826,337,390,469,791,481,482,475,524,525,688,746
"163911.1",931,691,657,789,821,337,392,477,792,479,491,467,524,520,689,740
"021933.1",1051,658,685,802,879,279,322,424,720,481,432,473,545,487,667,670
"273469.1",1065,575,816,796,847,261,242,434,804,497,533,549,535,452,792,848
"273468.1",1078,580,808,791,849,247,233,447,809,484,525,548,520,466,800,845
"273467.1",1079,587,807,793,855,248,224,445,808,479,526,547,523,459,803,848
"273466.1",1081,582,803,795,851,248,232,443,812,478,524,547,516,466,802,850
"273465.1",1084,581,801,797,851,247,232,444,810,478,525,546,517,468,801,848
"273464.1",1078,584,806,789,844,250,229,447,810,478,527,552,524,459,805,848
"273463.1",1075,608,814,780,879,263,233,428,793,491,536,540,529,442,777,860
"273462.1",1060,568,820,813,832,243,245,426,806,490,530,544,562,446,775,875
"273461.1",1047,564,826,810,842,255,256,433,809,505,518,540,548,462,772,852
"273460.1",1081,595,805,787,849,237,235,450,796,477,539,555,541,462,788,847
"273459.1",1051,578,824,798,841,260,254,425,817,490,526,545,541,452,774,861
"273458.1",1046,572,824,799,842,261,256,426,815,497,528,546,537,456,778,857
"650559.1",727,474,364,486,590,331,91,448,379,302,212,263,355,353,488,548
"161081.1",1063,570,753,747,831,254,172,523,786,464,501,494,454,492,819,758
"161080.1",1079,571,716,772,846,254,155,486,767,442,505,499,447,474,837,787
"681906.1",486,460,301,408,480,534,259,515,337,391,245,243,352,403,410,399
"880243.1",1076,601,819,718,867,308,224,503,816,466,529,494,454,528,733,793
"880242.1",1077,604,808,730,883,295,200,503,820,472,516,483,438,511,767,786
"822136.1",501,438,499,324,617,577,264,461,433,423,391,258,211,482,350,376
"396791.1",996,571,698,777,814,287,260,463,732,455,475,516,499,511,746,769
"384216.1",1074,587,799,799,845,246,251,441,793,481,538,551,547,469,775,860
"692886.1",467,281,423,477,301,260,262,421,445,282,347,456,436,421,497,646
"396725.1",1015,555,834,762,848,275,170,478,814,474,571,564,488,467,848,830
"000984.1",705,467,386,486,584,326,106,447,389,301,204,257,366,369,454,566
"674263.1",896,591,765,730,838,308,295,459,814,490,491,489,433,512,733,746
"A121833.1",473,551,349,289,548,482,376,429,417,423,350,230,224,379,344,296
"A016914.1",486,472,302,394,479,551,278,515,343,388,248,240,346,412,390,382
"G219793.1",1116,617,795,773,859,256,203,485,836,439,546,536,490,491,813,768
"163159.1",266,228,299,232,263,229,201,263,313,238,224,245,182,261,296,262
"707484.1",277,274,259,231,314,280,179,243,266,230,278,228,184,233,285,247
"A550792.1",312,400,311,293,535,656,406,500,322,456,275,252,147,585,312,343
"A550791.1",311,397,312,294,530,652,410,500,326,457,274,253,147,586,313,343
"A550790.1",311,397,312,294,529,653,410,500,326,457,274,253,148,585,313,343
"A550789.1",312,398,312,293,532,660,407,499,324,457,273,253,147,583,314,341
"A550788.1",308,405,315,279,536,655,410,508,326,460,270,251,138,589,311,333
"A656816.1",1139,503,791,840,812,238,110,442,803,410,458,518,519,451,830,829
"A642590.1",1115,666,720,844,842,270,275,393,771,422,395,458,616,422,657,744
"A575773.1",1045,591,816,783,874,261,194,470,841,465,540,545,475,482,841,768
"A571289.1",491,463,299,394,468,548,280,523,338,399,250,237,350,409,394,383
"A569692.1",1065,704,671,795,901,312,309,433,711,456,430,462,557,484,649,656
"A437609.1",1037,593,812,804,813,252,260,432,824,469,537,544,571,443,765,878
"A505475.1",696,392,705,597,542,385,237,532,655,518,584,516,497,402,746,736
"A440239.1",1061,669,801,695,856,335,353,439,800,492,468,511,509,488,648,671
"A440238.1",1059,651,799,708,839,326,350,439,802,498,477,513,517,480,663,675
"G474635.1",1082,686,669,821,875,295,310,422,712,455,446,469,588,467,657,673
"761198.1",1037,570,825,778,855,267,205,484,849,486,584,540,469,488,845,771
"23414.1",628,475,460,380,614,380,163,475,448,364,355,208,253,412,397,363
"20341.1",1664,359,631,1149,442,141,43,202,681,114,176,235,1016,214,356,734
"62730.1",477,559,349,284,550,469,379,428,413,419,328,238,229,379,341,308
"G388116.1",940,706,629,795,828,323,410,468,784,485,477,454,517,515,685,764
"654659.1",465,289,424,471,304,256,269,420,443,279,347,457,438,425,485,648
"654658.1",468,280,421,477,300,257,264,418,445,281,342,457,433,421,498,649
"734434.1",965,723,787,643,830,355,426,489,822,538,520,514,500,485,661,574
"734433.1",965,696,804,647,854,382,418,470,818,554,492,521,474,493,671,573
"A169561.2",955,682,847,650,877,340,410,466,839,534,495,529,463,537,645,565
"A206394.2",908,608,750,718,825,304,327,467,816,498,486,481,434,514,718,736
"A192568.1",1043,561,777,752,804,278,205,406,810,431,488,498,475,423,758,818
"A188994.1",975,567,708,750,787,292,321,454,776,525,479,475,461,470,747,805
"A227024.1",981,686,835,650,881,343,400,452,845,538,498,512,445,509,660,608
"A279000.1",1005,569,702,749,762,290,337,456,786,501,475,481,471,485,729,794
"A278999.1",1009,568,697,749,762,290,336,455,782,502,478,482,469,483,733,797
"A278998.1",988,558,695,760,759,295,340,456,780,502,480,483,473,495,730,798
"A112735.1",1044,581,824,784,869,272,194,478,853,468,566,541,467,492,844,776
"A090660.1",945,666,843,669,881,336,396,448,840,538,494,526,456,522,665,607
"A484251.1",749,476,386,486,609,321,95,438,403,313,205,254,337,353,488,536
"A494510.1",1041,664,704,818,877,290,309,430,737,467,436,463,571,486,654,648
"A314662.1",990,373,532,615,498,200,98,378,588,253,349,381,434,348,592,722
"579955.1",1018,554,746,763,763,283,324,459,799,479,472,510,501,513,718,827
"589670.1",217,303,262,188,276,266,254,275,299,266,389,305,177,237,354,224
"875213.1",762,431,581,546,613,393,177,437,536,378,401,356,410,418,512,570
"977725.1",1131,675,733,834,849,280,284,391,771,434,375,448,621,415,637,732
"851496.1",947,573,641,878,746,264,337,432,746,475,492,538,599,467,781,794
"851495.1",1013,547,669,845,790,272,245,454,758,448,439,533,512,494,825,814
"851493.1",1037,546,766,768,835,264,159,469,793,428,504,522,451,490,818,838
"821939.1",1013,556,778,814,786,277,237,467,821,477,491,499,540,457,782,808
"821938.1",1014,546,781,814,784,275,234,475,817,484,495,501,539,463,787,794
"648592.1",982,683,829,653,878,328,394,466,828,523,490,539,458,533,667,582
"648591.1",984,683,820,679,880,337,382,451,829,521,515,502,472,510,650,618
"356949.1",580,476,429,424,457,239,362,326,549,244,363,514,324,425,515,566
"000985.1",737,470,366,474,583,326,99,453,374,308,212,266,353,357,482,551
"A140604.1",1161,459,691,653,598,376,206,467,676,298,331,271,529,514,347,482
"A035818.1",852,696,651,749,839,335,486,416,765,594,464,473,493,451,694,583
"A055888.1",264,223,283,217,242,253,186,309,289,240,273,267,192,273,327,297
"A055887.1",262,221,285,218,241,251,186,309,290,241,273,267,193,273,327,298
"617224.1",748,421,590,566,608,412,163,438,540,376,400,352,430,412,515,586
"90542.1",1146,458,692,646,595,373,210,467,678,293,320,275,523,521,343,491
"90543.1",1132,458,694,641,602,378,217,461,670,298,320,284,521,524,340,492
"G495275.1",456,263,430,490,278,241,266,417,447,281,359,452,459,417,483,682
"G495274.1",455,265,430,488,282,243,268,417,447,281,360,452,455,421,481,676
"G277655.1",462,277,409,466,291,256,264,414,432,275,355,458,429,417,492,627
"669487.1",958,636,723,806,707,277,407,442,786,486,496,661,671,434,803,972
"G179647.1",516,443,482,345,609,554,263,462,442,408,381,252,219,484,356,390
"G179646.1",503,449,488,330,619,569,267,461,440,413,389,255,208,486,352,377
"457015.1",280,271,254,240,317,278,170,239,265,224,286,231,183,232,295,243
"489745.1",765,423,590,555,618,408,153,437,538,370,387,353,413,415,518,543
"489744.1",749,428,598,547,619,407,156,438,541,370,385,357,414,415,514,534
"081018.1",300,323,244,219,332,326,252,274,274,272,306,201,180,264,250,180
"666332.1",1068,586,817,786,844,271,199,485,850,473,564,528,494,469,836,766
"660333.1",614,480,461,461,582,425,205,457,449,362,284,309,371,402,453,542
"A004291.2",253,198,304,204,225,246,175,319,298,271,277,270,183,249,360,315
"821941.1",624,331,463,496,371,199,196,346,512,258,334,405,408,324,515,573
"A616760.1",313,257,231,240,298,204,161,210,248,210,242,200,181,203,266,218
"A509927.1",714,476,372,473,575,327,100,459,384,300,219,264,362,358,475,549
"A509926.1",708,469,389,485,590,327,102,444,393,300,205,257,360,367,458,557
"A454635.1",1199,433,620,638,567,337,115,463,631,225,336,315,493,487,436,561
"A262064.1",263,139,132,248,143,111,94,156,159,100,134,165,216,154,198,263
"59751.1",1665,357,633,1149,440,141,43,202,683,114,176,235,1016,214,356,734
"23021.1",250,238,260,219,248,298,207,300,281,261,301,265,188,255,341,281
"630360.1",458,548,352,280,550,468,377,422,412,422,328,234,219,378,339,307
"630359.1",495,562,353,282,553,477,382,426,420,423,329,233,225,376,340,311
"A517596.1",731,459,644,640,622,380,272,503,643,437,526,473,478,501,636,716
"654657.1",476,299,410,467,299,260,270,421,439,279,357,456,439,412,493,642
"A355139.1",631,353,446,471,391,205,246,337,470,252,311,448,410,369,477,565
"708317.1",749,425,588,549,603,417,168,429,540,373,404,358,420,402,515,557
"685618.1",703,376,632,592,484,340,242,544,590,425,569,558,525,469,699,855
"612601.1",729,471,365,480,590,334,94,443,376,302,214,268,350,354,486,555
"848666.1",454,263,430,490,279,242,266,417,447,281,361,452,458,418,483,680
